,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
755,2,GBR,stephen james smith,2.35,Athletics,high jump,Atlanta,1996,men
756,0,BUL,stefka kostadinova,2.05,Athletics,high jump,Atlanta,1996,women
757,1,GRE,niki bakogianni,2.03,Athletics,high jump,Atlanta,1996,women
758,2,UKR,inha babakova,2.01,Athletics,high jump,Atlanta,1996,women
759,0,CUB,javier sotomayor,2.34,Athletics,high jump,Barcelona,1992,men
760,1,SWE,patrick sjöberg,2.34,Athletics,high jump,Barcelona,1992,men
761,2,AUS,timothy forsyth,2.34,Athletics,high jump,Barcelona,1992,men
762,0,GER,heike henkel,2.02,Athletics,high jump,Barcelona,1992,women
763,1,ROU,alina astafei,2.0,Athletics,high jump,Barcelona,1992,women
764,2,CUB,ioamnet quintero,1.97,Athletics,high jump,Barcelona,1992,women
765,0,RUS,andrey silnov,2.36,Athletics,high jump,Beijing,2008,men
766,1,GBR,germaine mason,2.34,Athletics,high jump,Beijing,2008,men
767,2,RUS,yaroslav rybakov,2.34,Athletics,high jump,Beijing,2008,men
768,0,BEL,tia hellebaut,2.05,Athletics,high jump,Beijing,2008,women
769,1,CRO,blanka vlasic,2.05,Athletics,high jump,Beijing,2008,women
770,2,USA,chaunte howard,1.99,Athletics,high jump,Beijing,2008,women
771,0,USA,cornelius cooper johnson,2.03,Athletics,high jump,Berlin,1936,men
772,1,USA,david donald albritton,2.0,Athletics,high jump,Berlin,1936,men
773,2,USA,delos packard thurber,2.0,Athletics,high jump,Berlin,1936,men
774,0,HUN,ibolya csak,1.6,Athletics,high jump,Berlin,1936,women
775,1,GBR,dorothy beatrice j. odam-tyler,1.6,Athletics,high jump,Berlin,1936,women
776,2,GER,elfriede kaun,1.6,Athletics,high jump,Berlin,1936,women
777,0,USA,walter francis davis,2.04,Athletics,high jump,Helsinki,1952,men
778,1,USA,kenneth george wiesner,2.01,Athletics,high jump,Helsinki,1952,men
779,2,BRA,josé telles da conceição,1.98,Athletics,high jump,Helsinki,1952,men
780,0,RSA,esther cornelia brand,1.67,Athletics,high jump,Helsinki,1952,women
781,1,GBR,sheila lerwill,1.65,Athletics,high jump,Helsinki,1952,women
782,2,URS,aleksandra chudina,1.63,Athletics,high jump,Helsinki,1952,women
783,0,USA,harry franklin porter,1.9,Athletics,high jump,London,1908,men
784,1,GBR,cornelius leahy,1.88,Athletics,high jump,London,1908,men
785,2,HUN,istvan somody,1.88,Athletics,high jump,London,1908,men
786,0,AUS,john winter,1.98,Athletics,high jump,London,1948,men
787,1,NOR,bjorn andreas paulson,1.95,Athletics,high jump,London,1948,men
788,2,USA,george anthony stanich,1.95,Athletics,high jump,London,1948,men
789,0,USA,alice marie coachman,1.68,Athletics,high jump,London,1948,women
790,1,GBR,dorothy beatrice j. odam-tyler,1.68,Athletics,high jump,London,1948,women
791,2,FRA,micheline ostermeyer,1.61,Athletics,high jump,London,1948,women
792,0,USA,erik kynard,2.33,Athletics,high jump,London,2012,men
793,1,QAT,mutaz essa barshim,2.29,Athletics,high jump,London,2012,men
794,2,CAN,derek drouin,2.29,Athletics,high jump,London,2012,men
795,0,RUS,anna chicherova,2.05,Athletics,high jump,London,2012,women
796,1,USA,brigetta barrett,2.03,Athletics,high jump,London,2012,women
797,2,ESP,ruth beitia,2.0,Athletics,high jump,London,2012,women
798,0,CAN,duncan mcnaughton,1.97,Athletics,high jump,Los Angeles,1984,men
799,1,USA,robert van osdel,1.97,Athletics,high jump,Los Angeles,1984,men
800,2,PHI,simeon galvez toribio,1.97,Athletics,high jump,Los Angeles,1984,men
801,0,USA,jean shiley,1.65,Athletics,high jump,Los Angeles,1984,women
802,1,USA,mildred didrikson,1.65,Athletics,high jump,Los Angeles,1984,women
803,2,CAN,eva dawes-spinks,1.6,Athletics,high jump,Los Angeles,1984,women
804,0,FRG,dietmar mögenburg,2.35,Athletics,high jump,Los Angeles,1984,men
805,1,SWE,patrick sjöberg,2.33,Athletics,high jump,Los Angeles,1984,men
806,2,CHN,jian-hua zhu,2.31,Athletics,high jump,Los Angeles,1984,men
807,0,FRG,ulrike meyfarth,2.02,Athletics,high jump,Los Angeles,1984,women
808,1,ITA,sara simeoni,2.0,Athletics,high jump,Los Angeles,1984,women
809,2,USA,johanna luann huntley,1.97,Athletics,high jump,Los Angeles,1984,women
810,0,USA,charles everett dumas,2.12,Athletics,high jump,Melbourne,1956,men
811,1,AUS,charles michael porter,2.1,Athletics,high jump,Melbourne,1956,men
812,2,URS,igor kashkarov,2.08,Athletics,high jump,Melbourne,1956,men
813,0,USA,mildred louise mcdaniel,1.76,Athletics,high jump,Melbourne,1956,women
814,1,GBR,thelma elizabeth hopkins,1.67,Athletics,high jump,Melbourne,1956,women
815,2,URS,mariya pissareva,1.67,Athletics,high jump,Melbourne,1956,women
816,0,USA,richard douglas fosbury,2.24,Athletics,high jump,Mexico City,1968,men
817,1,USA,edward j. jr. caruthers,2.22,Athletics,high jump,Mexico City,1968,men
818,2,URS,valentin gavrilov,2.2,Athletics,high jump,Mexico City,1968,men
819,0,TCH,miloslava rezkova-hubner,1.82,Athletics,high jump,Mexico City,1968,women
820,1,URS,antonina okorokova-lazareva,1.8,Athletics,high jump,Mexico City,1968,women
821,2,URS,valentina kozyr,1.8,Athletics,high jump,Mexico City,1968,women
822,0,POL,jacek wszola,2.25,Athletics,high jump,Montreal,1976,men
823,1,CAN,gregory joy,2.23,Athletics,high jump,Montreal,1976,men
824,2,USA,dwight edwin stones,2.21,Athletics,high jump,Montreal,1976,men
825,0,GDR,rosemarie witschas-ackermann,1.93,Athletics,high jump,Montreal,1976,women
826,1,ITA,sara simeoni,1.91,Athletics,high jump,Montreal,1976,women
827,2,BUL,yordanka blagoeva-dimitrova,1.91,Athletics,high jump,Montreal,1976,women
828,0,GDR,gerd wessig,2.36,Athletics,high jump,Moscow,1980,men
829,1,POL,jacek wszola,2.31,Athletics,high jump,Moscow,1980,men
830,2,GDR,jörg freimuth,2.31,Athletics,high jump,Moscow,1980,men
831,0,ITA,sara simeoni,1.97,Athletics,high jump,Moscow,1980,women
832,1,POL,urszula kielan,1.94,Athletics,high jump,Moscow,1980,women
833,2,GDR,jutta kirst,1.94,Athletics,high jump,Moscow,1980,women
834,0,URS,yuri tarmak,2.23,Athletics,high jump,Munich,1972,men
835,1,GDR,stefan junge,2.21,Athletics,high jump,Munich,1972,men
836,2,USA,dwight edwin stones,2.21,Athletics,high jump,Munich,1972,men
837,0,FRG,ulrike meyfarth,1.92,Athletics,high jump,Munich,1972,women
838,1,BUL,yordanka blagoeva-dimitrova,1.88,Athletics,high jump,Munich,1972,women
839,2,AUT,ilona gusenbauer-majdan,1.88,Athletics,high jump,Munich,1972,women
840,0,USA,irving baxter,1.9,Athletics,high jump,Paris,1900,men
841,1,GBR,patrick joseph leahy,1.78,Athletics,high jump,Paris,1900,men
842,2,HUN,lajos gönczy,1.75,Athletics,high jump,Paris,1900,men
843,0,USA,harold marion osborn,1.98,Athletics,high jump,Paris,1924,men
844,1,USA,leroy taylor brown,1.95,Athletics,high jump,Paris,1924,men
845,2,FRA,pierre lewden,1.92,Athletics,high jump,Paris,1924,men
846,0,CAN,derek drouin,2.38,Athletics,high jump,Rio,2016,men
847,1,QAT,mutaz essa barshim,2.36,Athletics,high jump,Rio,2016,men
848,2,UKR,bohdan bondarenko,2.33,Athletics,high jump,Rio,2016,men
849,0,ESP,ruth beitia,1.97,Athletics,high jump,Rio,2016,women
850,1,BUL,mirela demireva,1.97,Athletics,high jump,Rio,2016,women
851,2,CRO,blanka vlasic,1.97,Athletics,high jump,Rio,2016,women
852,0,URS,robert' shavlaq'adze,2.16,Athletics,high jump,Rome,1960,men
853,1,URS,valeri brumel,2.16,Athletics,high jump,Rome,1960,men
854,2,USA,john curtis thomas,2.14,Athletics,high jump,Rome,1960,men
855,0,ROU,iolanda balas,1.85,Athletics,high jump,Rome,1960,women
856,1,GBR,dorothy ada shirley,1.71,Athletics,high jump,Rome,1960,women
857,2,POL,jaroslawa jozwiakowska-bieda,1.71,Athletics,high jump,Rome,1960,women
858,0,URS,gennady avdeyenko,2.38,Athletics,high jump,Seoul,1988,men
859,1,USA,hollis conway,2.36,Athletics,high jump,Seoul,1988,men
860,2,SWE,patrick sjöberg,2.36,Athletics,high jump,Seoul,1988,men
861,0,USA,dorothy louise ritter,2.01,Athletics,high jump,Seoul,1988,women
862,1,BUL,stefka kostadinova,2.01,Athletics,high jump,Seoul,1988,women
863,2,URS,tamara bykova,1.99,Athletics,high jump,Seoul,1988,women
864,0,USA,alma wilfred richards,1.93,Athletics,high jump,Stockholm,1912,men
865,1,GER,hans liesche,1.91,Athletics,high jump,Stockholm,1912,men
866,2,USA,george leslie horine,1.89,Athletics,high jump,Stockholm,1912,men
867,0,RUS,sergey kliugin,2.35,Athletics,high jump,Sydney,2000,men
868,1,CUB,javier sotomayor,2.32,Athletics,high jump,Sydney,2000,men
869,2,ALG,abderrahmane hammad,2.32,Athletics,high jump,Sydney,2000,men
870,0,RUS,yelena yelesina,2.01,Athletics,high jump,Sydney,2000,women
871,1,RSA,hestrie cloete,2.01,Athletics,high jump,Sydney,2000,women
872,2,ROU,oana mușunoi-pantelimon,1.99,Athletics,high jump,Sydney,2000,women
873,0,URS,valeri brumel,2.18,Athletics,high jump,Tokyo,1964,men
874,1,USA,john curtis thomas,2.18,Athletics,high jump,Tokyo,1964,men
875,2,USA,john barnett rambo,2.16,Athletics,high jump,Tokyo,1964,men
876,0,ROU,iolanda balas,1.9,Athletics,high jump,Tokyo,1964,women
877,1,AUS,michelle mary mason-brown,1.8,Athletics,high jump,Tokyo,1964,women
878,2,URS,taisiya chenchik,1.78,Athletics,high jump,Tokyo,1964,women
879,0,QAT,mutaz essa barshim,2.37,Athletics,high jump,Tokyo,2020,men
880,1,ITA,gianmarco tamberi,2.37,Athletics,high jump,Tokyo,2020,men
881,2,BLR,maksim nedasekau,2.37,Athletics,high jump,Tokyo,2020,men
882,0,ROC,mariya lasitskene,2.04,Athletics,high jump,Tokyo,2020,women
883,1,AUS,nicola mcdermott,2.02,Athletics,high jump,Tokyo,2020,women
884,2,UKR,yaroslava mahuchikh,2.0,Athletics,high jump,Tokyo,2020,women
