,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
504,0,USA,carl lewis,8.54,Athletics,long jump,Los Angeles,1984,men
505,1,AUS,gary honey,8.24,Athletics,long jump,Los Angeles,1984,men
506,2,ITA,giovanni evangelisti,8.24,Athletics,long jump,Los Angeles,1984,men
520,0,ROU,anișoara stanciu-cușmir,6.96,Athletics,long jump,Los Angeles,1984,women
521,1,ROU,valy ionescu,6.81,Athletics,long jump,Los Angeles,1984,women
522,2,GBR,susan hearnshaw,6.80w,Athletics,long jump,Los Angeles,1984,women
533,0,POR,carlos lopes,02:09:21.000,Athletics,marathon,Los Angeles,1984,men
534,1,IRL,john treacy,02:09:56.000,Athletics,marathon,Los Angeles,1984,men
535,2,GBR,charles spedding,02:09:58.000,Athletics,marathon,Los Angeles,1984,men
641,0,USA,joan benoit,02:24:52.000,Athletics,marathon,Los Angeles,1984,women
642,1,NOR,grete waitz-andersen,02:26:18.000,Athletics,marathon,Los Angeles,1984,women
643,2,POR,rosa mota,02:26:57.000,Athletics,marathon,Los Angeles,1984,women
691,0,FRA,pierre quinon,5.75,Athletics,pole vault,Los Angeles,1984,men
692,1,USA,michael scott tully,5.65,Athletics,pole vault,Los Angeles,1984,men
693,2,FRA,thierry vigneron,5.6,Athletics,pole vault,Los Angeles,1984,men
707,0,ITA,alessandro andrei,21.26,Athletics,shot put,Los Angeles,1984,men
708,1,USA,michael d'andrea carter,21.09,Athletics,shot put,Los Angeles,1984,men
709,2,USA,david lester laut,20.97,Athletics,shot put,Los Angeles,1984,men
722,0,FRG,claudia losch,20.48,Athletics,shot put,Los Angeles,1984,women
723,1,ROU,mihaela loghin,20.09,Athletics,shot put,Los Angeles,1984,women
724,2,AUS,gael mulhall-martin,18.34,Athletics,shot put,Los Angeles,1984,women
735,0,USA,al joyner,17.26w,Athletics,triple jump,Los Angeles,1984,men
736,1,USA,mike conley,17.18,Athletics,triple jump,Los Angeles,1984,men
737,2,GBR,keith connor,16.87,Athletics,triple jump,Los Angeles,1984,men
365,0,USA,michael jon o'brien,00:15:05.200,Swimming,1500m freestyle,Los Angeles,1984,men
366,1,USA,george thomas dicarlo,00:15:10.590,Swimming,1500m freestyle,Los Angeles,1984,men
367,2,FRG,stefan pfeiffer,00:15:12.110,Swimming,1500m freestyle,Los Angeles,1984,men
0,0,CHN,guo-qiang zeng,235,Weightlifting,- 52kg (flyweight),Los Angeles,1984,men
1,1,CHN,pei-shun zhou,235,Weightlifting,- 52kg (flyweight),Los Angeles,1984,men
2,2,JPN,kazushito manabe,232.5,Weightlifting,- 52kg (flyweight),Los Angeles,1984,men
65,0,CHN,shu-de wu,267.5,Weightlifting,56kg bantamweight,Los Angeles,1984,men
66,1,CHN,run-ming lai,265,Weightlifting,56kg bantamweight,Los Angeles,1984,men
67,2,JPN,masahiro kotaka,252.5,Weightlifting,56kg bantamweight,Los Angeles,1984,men
144,0,ROU,nicu vlad,OR,Weightlifting,825  90kg middleheavyweight,Los Angeles,1984,men
0,0,URS,vladimir kuts,00:28:45.600,Athletics,10000m,Melbourne,1956,men
1,1,HUN,jozsef kovacs,00:28:52.400,Athletics,10000m,Melbourne,1956,men
2,2,AUS,allan lawrence,00:28:53.600,Athletics,10000m,Melbourne,1956,men
35,0,USA,bobby morrow,10.500,Athletics,100m,Melbourne,1956,men
36,1,USA,walter thane baker,10.500,Athletics,100m,Melbourne,1956,men
37,2,AUS,hec hogan,10.600,Athletics,100m,Melbourne,1956,men
49,0,AUS,betty cuthbert,11.500,Athletics,100m,Melbourne,1956,women
50,1,GER,christa stubnick,11.700,Athletics,100m,Melbourne,1956,women
51,2,AUS,marlene mathews-willard,11.700,Athletics,100m,Melbourne,1956,women
59,0,USA,lee calhoun,13.500,Athletics,110m hurdles,Melbourne,1956,men
60,1,USA,jack davis,13.500,Athletics,110m hurdles,Melbourne,1956,men
61,2,USA,joel shankle,14.100,Athletics,110m hurdles,Melbourne,1956,men
66,0,IRL,ronald michael delany,00:03:41.200,Athletics,1500m,Melbourne,1956,men
67,1,GER,klaus richtzenhain,00:03:42.000,Athletics,1500m,Melbourne,1956,men
68,2,AUS,john landy,00:03:42.000,Athletics,1500m,Melbourne,1956,men
87,0,USA,bobby morrow,20.600,Athletics,200m,Melbourne,1956,men
88,1,USA,andrew william stanfield,20.700,Athletics,200m,Melbourne,1956,men
89,2,USA,walter thane baker,20.900,Athletics,200m,Melbourne,1956,men
109,0,AUS,betty cuthbert,23.400,Athletics,200m,Melbourne,1956,women
110,1,GER,christa stubnick,23.700,Athletics,200m,Melbourne,1956,women
111,2,AUS,marlene mathews-willard,23.800,Athletics,200m,Melbourne,1956,women
118,0,URS,leonid spirin,01:31:27.400,Athletics,20km walk,Melbourne,1956,men
119,1,URS,antanas mikenas,01:32:03.000,Athletics,20km walk,Melbourne,1956,men
120,2,URS,bruno junk,01:32:12.000,Athletics,20km walk,Melbourne,1956,men
142,0,GBR,christopher william brasher,00:08:41.200,Athletics,3000m steeplechase,Melbourne,1956,men
143,1,HUN,sandor rozsnyoi,00:08:43.600,Athletics,3000m steeplechase,Melbourne,1956,men
144,2,NOR,ernst larsen,00:08:44.000,Athletics,3000m steeplechase,Melbourne,1956,men
154,0,USA,glenn ashby davis,50.100,Athletics,400m hurdles,Melbourne,1956,men
155,1,USA,silas edward southern,50.800,Athletics,400m hurdles,Melbourne,1956,men
156,2,USA,joshua culbreath,51.600,Athletics,400m hurdles,Melbourne,1956,men
164,0,USA,charles lamont jenkins,46.700,Athletics,400m,Melbourne,1956,men
165,1,GER,karl-friedrich haas,46.800,Athletics,400m,Melbourne,1956,men
166,2,FIN,voitto valdemar hellsten,47.000,Athletics,400m,Melbourne,1956,men
185,0,,,39.500,Athletics,4x100m relay,Melbourne,1956,men
186,1,,,39.800,Athletics,4x100m relay,Melbourne,1956,men
187,2,,,40.300,Athletics,4x100m relay,Melbourne,1956,men
193,0,,,44.500,Athletics,4x100m relay,Melbourne,1956,women
194,1,,,44.700,Athletics,4x100m relay,Melbourne,1956,women
195,2,,,44.900,Athletics,4x100m relay,Melbourne,1956,women
199,0,,,00:03:04.800,Athletics,4x400m relay,Melbourne,1956,men
200,1,,,00:03:06.200,Athletics,4x400m relay,Melbourne,1956,men
201,2,,,00:03:07.200,Athletics,4x400m relay,Melbourne,1956,men
207,0,URS,vladimir kuts,00:13:39.600,Athletics,5000m,Melbourne,1956,men
208,1,GBR,gordon pirie,00:13:50.600,Athletics,5000m,Melbourne,1956,men
209,2,GBR,george derek ibbotson,00:13:54.400,Athletics,5000m,Melbourne,1956,men
233,0,NZL,norman richard read,04:30:42.800,Athletics,50km walk,Melbourne,1956,men
234,1,URS,yevgeni maskinskov,04:32:57.000,Athletics,50km walk,Melbourne,1956,men
235,2,SWE,john artur ljunggren,04:35:02.000,Athletics,50km walk,Melbourne,1956,men
256,0,USA,thomas william courtney,00:01:47.700,Athletics,800m,Melbourne,1956,men
257,1,GBR,derek james neville johnson,00:01:47.800,Athletics,800m,Melbourne,1956,men
258,2,NOR,audun boysen,00:01:48.100,Athletics,800m,Melbourne,1956,men
273,0,AUS,shirley strickland-de la hunty,10.700,Athletics,80m hurdles,Melbourne,1956,women
274,1,GER,gisela köhler-birkemeyer,10.900,Athletics,80m hurdles,Melbourne,1956,women
275,2,AUS,norma claire thrower-austin,11.000,Athletics,80m hurdles,Melbourne,1956,women
282,0,USA,milton gray campbell,6939,Athletics,decathlon,Melbourne,1956,men
283,1,USA,rafer lewis johnson,1850,Athletics,decathlon,Melbourne,1956,men
284,2,URS,vasili kuznetsov,4831,Athletics,decathlon,Melbourne,1956,men
300,0,USA,alfred oerter,56.36,Athletics,discus throw,Melbourne,1956,men
301,1,USA,fortune edward gordien,54.81,Athletics,discus throw,Melbourne,1956,men
302,2,USA,desmond dalworth koch,54.4,Athletics,discus throw,Melbourne,1956,men
318,0,TCH,olga fikotova-connolly,53.69,Athletics,discus throw,Melbourne,1956,women
319,1,URS,irina beglyakova,52.54,Athletics,discus throw,Melbourne,1956,women
320,2,URS,nina romashkova-ponomareva,52.02,Athletics,discus throw,Melbourne,1956,women
331,0,USA,hal connolly,63.19,Athletics,hammer throw,Melbourne,1956,men
332,1,URS,mikhail krivonosov,63.03,Athletics,hammer throw,Melbourne,1956,men
333,2,URS,anatoli samotsvetov,62.56,Athletics,hammer throw,Melbourne,1956,men
347,0,USA,charles everett dumas,2.12,Athletics,high jump,Melbourne,1956,men
348,1,AUS,charles michael porter,2.1,Athletics,high jump,Melbourne,1956,men
349,2,URS,igor kashkarov,2.08,Athletics,high jump,Melbourne,1956,men
374,0,USA,mildred louise mcdaniel,1.76,Athletics,high jump,Melbourne,1956,women
375,1,GBR,thelma elizabeth hopkins,1.67,Athletics,high jump,Melbourne,1956,women
376,2,URS,mariya pissareva,1.67,Athletics,high jump,Melbourne,1956,women
393,0,NOR,egil danielsen,85.71,Athletics,javelin throw,Melbourne,1956,men
394,1,POL,janusz sidlo,79.98,Athletics,javelin throw,Melbourne,1956,men
395,2,URS,viktor tsybulenko,79.5,Athletics,javelin throw,Melbourne,1956,men
408,0,URS,inese yaunzeme,53.86,Athletics,javelin throw,Melbourne,1956,women
409,1,CHI,marlene ahrens,50.38,Athletics,javelin throw,Melbourne,1956,women
410,2,URS,nadezhda konyaeva,50.28,Athletics,javelin throw,Melbourne,1956,women
422,0,USA,gregory curtis bell,7.83,Athletics,long jump,Melbourne,1956,men
423,1,USA,john dale bennett,7.68,Athletics,long jump,Melbourne,1956,men
424,2,FIN,jorma rainer valkama,7.48,Athletics,long jump,Melbourne,1956,men
444,0,POL,elzbieta dunska-krzesinska,6.35,Athletics,long jump,Melbourne,1956,women
445,1,USA,willye white,6.09,Athletics,long jump,Melbourne,1956,women
446,2,URS,nadezhda khnykina-dvalishvili,6.07,Athletics,long jump,Melbourne,1956,women
459,0,FRA,alain mimoun,02:25:00.000,Athletics,marathon,Melbourne,1956,men
460,1,YUG,franjo mihalic,02:26:32.000,Athletics,marathon,Melbourne,1956,men
461,2,FIN,veikko leo karvonen,02:27:47.000,Athletics,marathon,Melbourne,1956,men
507,0,USA,bob richards,4.56,Athletics,pole vault,Melbourne,1956,men
508,1,USA,robert allen gutowski,4.53,Athletics,pole vault,Melbourne,1956,men
509,2,GRE,georgios roubanis,4.5,Athletics,pole vault,Melbourne,1956,men
522,0,USA,parry o'brien,18.57,Athletics,shot put,Melbourne,1956,men
523,1,USA,william henry nieder,18.18,Athletics,shot put,Melbourne,1956,men
524,2,TCH,jiri skobla,17.65,Athletics,shot put,Melbourne,1956,men
540,0,URS,tamara tyshkevich,16.59,Athletics,shot put,Melbourne,1956,women
541,1,URS,galina zybina,16.53,Athletics,shot put,Melbourne,1956,women
542,2,GER,marianne werner-schulze-entrup,15.61,Athletics,shot put,Melbourne,1956,women
556,0,BRA,adhemar ferreira da silva,16.35,Athletics,triple jump,Melbourne,1956,men
557,1,ISL,vilhjalmur einarsson,16.26w,Athletics,triple jump,Melbourne,1956,men
558,2,URS,vitold kreer,16.02,Athletics,triple jump,Melbourne,1956,men
0,0,AUS,david egmont theile,00:01:02.200,Swimming,100m backstroke,Melbourne,1956,men
1,1,AUS,john james monckton,00:01:03.200,Swimming,100m backstroke,Melbourne,1956,men
2,2,USA,frank edward jr. mckinney,00:01:04.500,Swimming,100m backstroke,Melbourne,1956,men
25,0,GBR,judith brenda grinham,00:01:12.900,Swimming,100m backstroke,Melbourne,1956,women
26,1,USA,carin alice cone,00:01:12.900,Swimming,100m backstroke,Melbourne,1956,women
27,2,GBR,margaret edwards,00:01:13.100,Swimming,100m backstroke,Melbourne,1956,women
48,0,USA,shelley isabel mann,00:01:11.000,Swimming,100m butterfly,Melbourne,1956,women
49,1,USA,nancy jane ramey,00:01:11.900,Swimming,100m butterfly,Melbourne,1956,women
50,2,USA,mary jane sears,00:01:14.400,Swimming,100m butterfly,Melbourne,1956,women
62,0,AUS,jon malcolm henricks,55.400,Swimming,100m freestyle,Melbourne,1956,men
63,1,AUS,john devitt,55.800,Swimming,100m freestyle,Melbourne,1956,men
64,2,AUS,gary chapman,56.700,Swimming,100m freestyle,Melbourne,1956,men
96,0,AUS,dawn fraser,00:01:02.000,Swimming,100m freestyle,Melbourne,1956,women
97,1,AUS,lorraine joyce crapp,00:01:02.300,Swimming,100m freestyle,Melbourne,1956,women
98,2,AUS,faith yvonne leech,00:01:05.100,Swimming,100m freestyle,Melbourne,1956,women
132,0,AUS,murray rose,00:17:58.900,Swimming,1500m freestyle,Melbourne,1956,men
133,1,JPN,tsuyoshi yamanaka,00:18:00.300,Swimming,1500m freestyle,Melbourne,1956,men
134,2,USA,george thomas breen,00:18:08.200,Swimming,1500m freestyle,Melbourne,1956,men
160,0,JPN,masaru furukawa,00:02:34.700,Swimming,200m breaststroke,Melbourne,1956,men
161,1,JPN,masahiro yoshimura,00:02:36.700,Swimming,200m breaststroke,Melbourne,1956,men
162,2,URS,kharis yunichev,00:02:36.800,Swimming,200m breaststroke,Melbourne,1956,men
181,0,GER,ursula happe-krey,00:02:53.100,Swimming,200m breaststroke,Melbourne,1956,women
182,1,HUN,eva szekely,00:02:54.800,Swimming,200m breaststroke,Melbourne,1956,women
183,2,GER,eva-maria ten elsen,00:02:55.100,Swimming,200m breaststroke,Melbourne,1956,women
197,0,USA,william albert jr. yorzyk,00:02:19.300,Swimming,200m butterfly,Melbourne,1956,men
198,1,JPN,takashi ishimoto,00:02:23.800,Swimming,200m butterfly,Melbourne,1956,men
199,2,HUN,györgy tumpek,00:02:23.900,Swimming,200m butterfly,Melbourne,1956,men
0,0,USA,isaac berger,WR,Weightlifting,56 - 60kg (featherweight),Melbourne,1956,men
21,0,USA,charles thomas jr. vinci,WR,Weightlifting,56kg bantamweight,Melbourne,1956,men
37,0,URS,igor rybak,OR,Weightlifting,60 - 67.5kg (lightweight),Melbourne,1956,men
55,0,URS,fedor bogdanovsky,WR,Weightlifting,"67.5 - 75kg, (middleweight)",Melbourne,1956,men
71,0,USA,thomas tamio kono,WR,Weightlifting,75-82.5kg total lightheavyweight,Melbourne,1956,men
81,0,URS,arkady vorobyov,WR,Weightlifting,825  90kg total middleheavyweight,Melbourne,1956,men
96,0,USA,paul edward anderson,OR,Weightlifting,90kg heavyweight,Melbourne,1956,men
97,1,ARG,humberto selvetti,OR,Weightlifting,90kg heavyweight,Melbourne,1956,men
0,0,KEN,nabiba naftali temu,00:29:27.400,Athletics,10000m,Mexico City,1968,men
1,1,ETH,mamo wolde,00:29:28.000,Athletics,10000m,Mexico City,1968,men
2,2,TUN,mohamed gammoudi,00:29:34.200,Athletics,10000m,Mexico City,1968,men
37,0,USA,james ray hines,09.900,Athletics,100m,Mexico City,1968,men
38,1,JAM,lennox miller,10.000,Athletics,100m,Mexico City,1968,men
39,2,USA,charles edward greene,10.000,Athletics,100m,Mexico City,1968,men
46,0,USA,wyomia tyus,11.000,Athletics,100m,Mexico City,1968,women
47,1,USA,barbara ann ferrell,11.100,Athletics,100m,Mexico City,1968,women
48,2,POL,irena szewińska,11.100,Athletics,100m,Mexico City,1968,women
55,0,USA,willie davenport,13.300,Athletics,110m hurdles,Mexico City,1968,men
56,1,USA,ervin hall,13.400,Athletics,110m hurdles,Mexico City,1968,men
57,2,ITA,eddy ottoz,13.400,Athletics,110m hurdles,Mexico City,1968,men
65,0,KEN,kipchoge keino,00:03:34.900,Athletics,1500m,Mexico City,1968,men
66,1,USA,james ronald ryun,00:03:37.800,Athletics,1500m,Mexico City,1968,men
67,2,FRG,bodo tümmler,00:03:39.000,Athletics,1500m,Mexico City,1968,men
81,0,USA,thomas c. smith,19.800,Athletics,200m,Mexico City,1968,men
82,1,AUS,peter george norman,20.000,Athletics,200m,Mexico City,1968,men
83,2,USA,john wesley carlos,20.000,Athletics,200m,Mexico City,1968,men
94,0,POL,irena szewińska,22.500,Athletics,200m,Mexico City,1968,women
95,1,AUS,raelene ann boyle,22.700,Athletics,200m,Mexico City,1968,women
96,2,AUS,jennifer lamy-frank,22.800,Athletics,200m,Mexico City,1968,women
105,0,URS,vladimir golubnichy,01:33:58.400,Athletics,20km walk,Mexico City,1968,men
106,1,MEX,jose pedraza zuniga,01:34:00.000,Athletics,20km walk,Mexico City,1968,men
107,2,URS,nikolay smaga,01:34:03.400,Athletics,20km walk,Mexico City,1968,men
139,0,KEN,amos kipwabok biwott,00:08:51.000,Athletics,3000m steeplechase,Mexico City,1968,men
140,1,KEN,benjamin kogo,00:08:51.600,Athletics,3000m steeplechase,Mexico City,1968,men
141,2,USA,george l. young,00:08:51.800,Athletics,3000m steeplechase,Mexico City,1968,men
154,0,GBR,david peter hemery,48.100,Athletics,400m hurdles,Mexico City,1968,men
155,1,FRG,gerhard hennige,49.000,Athletics,400m hurdles,Mexico City,1968,men
156,2,GBR,john sherwood,49.000,Athletics,400m hurdles,Mexico City,1968,men
162,0,USA,lee edward evans,43.800,Athletics,400m,Mexico City,1968,men
163,1,USA,george lawrence james,43.900,Athletics,400m,Mexico City,1968,men
164,2,USA,ronald john ii freeman,44.400,Athletics,400m,Mexico City,1968,men
170,0,FRA,colette besson,52.000,Athletics,400m,Mexico City,1968,women
171,1,GBR,lillian barbara board,52.100,Athletics,400m,Mexico City,1968,women
172,2,URS,nataliya pechonkina-chistyakova,52.200,Athletics,400m,Mexico City,1968,women
178,0,,,38.200,Athletics,4x100m relay,Mexico City,1968,men
179,1,,,38.300,Athletics,4x100m relay,Mexico City,1968,men
180,2,,,38.400,Athletics,4x100m relay,Mexico City,1968,men
193,0,,,42.800,Athletics,4x100m relay,Mexico City,1968,women
194,1,,,43.300,Athletics,4x100m relay,Mexico City,1968,women
195,2,,,43.400,Athletics,4x100m relay,Mexico City,1968,women
203,0,,,00:02:56.100,Athletics,4x400m relay,Mexico City,1968,men
204,1,,,00:02:59.600,Athletics,4x400m relay,Mexico City,1968,men
205,2,,,00:03:00.500,Athletics,4x400m relay,Mexico City,1968,men
214,0,TUN,mohamed gammoudi,00:14:05.000,Athletics,5000m,Mexico City,1968,men
215,1,KEN,kipchoge keino,00:14:05.200,Athletics,5000m,Mexico City,1968,men
216,2,KEN,nabiba naftali temu,00:14:06.400,Athletics,5000m,Mexico City,1968,men
237,0,GDR,christoph höhne,04:20:13.600,Athletics,50km walk,Mexico City,1968,men
238,1,HUN,antal kiss,04:30:17.000,Athletics,50km walk,Mexico City,1968,men
239,2,USA,lawrence dean young,04:31:55.400,Athletics,50km walk,Mexico City,1968,men
277,0,AUS,ralph doubell,00:01:44.300,Athletics,800m,Mexico City,1968,men
278,1,KEN,wilson chuma kiprugut,00:01:44.500,Athletics,800m,Mexico City,1968,men
279,2,USA,thomas francis farrell,00:01:45.400,Athletics,800m,Mexico City,1968,men
288,0,USA,madeline manning,00:02:00.900,Athletics,800m,Mexico City,1968,women
289,1,ROU,ileana silai,00:02:02.500,Athletics,800m,Mexico City,1968,women
290,2,NED,maria francisca p. gommers,00:02:02.600,Athletics,800m,Mexico City,1968,women
298,0,AUS,maureen caird,10.300,Athletics,80m hurdles,Mexico City,1968,women
299,1,AUS,pam kilborn-ryan,10.400,Athletics,80m hurdles,Mexico City,1968,women
300,2,TPE,cheng chi,10.400,Athletics,80m hurdles,Mexico City,1968,women
309,0,USA,bill toomey,424,Athletics,decathlon,Mexico City,1968,men
310,1,FRG,hans joachim walde,416,Athletics,decathlon,Mexico City,1968,men
311,2,FRG,kurt bendlin,356,Athletics,decathlon,Mexico City,1968,men
343,0,USA,alfred oerter,64.78,Athletics,discus throw,Mexico City,1968,men
344,1,GDR,lothar milde,63.08,Athletics,discus throw,Mexico City,1968,men
345,2,TCH,ludvik danek,62.92,Athletics,discus throw,Mexico City,1968,men
359,0,ROU,lia manoliu,x,Athletics,discus throw,Mexico City,1968,women
360,1,FRG,liselotte (liesel) westermann,x,Athletics,discus throw,Mexico City,1968,women
361,2,HUN,jolan kleiber-kontsek,x,Athletics,discus throw,Mexico City,1968,women
377,0,HUN,gyula zsivotzky,73.36,Athletics,hammer throw,Mexico City,1968,men
378,1,URS,romuald klim,73.28,Athletics,hammer throw,Mexico City,1968,men
379,2,HUN,lazar lovasz,69.78,Athletics,hammer throw,Mexico City,1968,men
391,0,USA,richard douglas fosbury,2.24,Athletics,high jump,Mexico City,1968,men
392,1,USA,edward j. jr. caruthers,2.22,Athletics,high jump,Mexico City,1968,men
393,2,URS,valentin gavrilov,2.2,Athletics,high jump,Mexico City,1968,men
409,0,TCH,miloslava rezkova-hubner,1.82,Athletics,high jump,Mexico City,1968,women
410,1,URS,antonina okorokova-lazareva,1.8,Athletics,high jump,Mexico City,1968,women
411,2,URS,valentina kozyr,1.8,Athletics,high jump,Mexico City,1968,women
427,0,URS,yanis lusis,90.1,Athletics,javelin throw,Mexico City,1968,men
428,1,FIN,jorma viljo palaavi kinnunen,88.58,Athletics,javelin throw,Mexico City,1968,men
429,2,HUN,gergely kulcsar,87.06,Athletics,javelin throw,Mexico City,1968,men
441,0,HUN,angela nemeth-ranky,53.3,Athletics,javelin throw,Mexico City,1968,women
442,1,ROU,mihaela penes,x,Athletics,javelin throw,Mexico City,1968,women
443,2,AUT,eva janko-egger,58.04,Athletics,javelin throw,Mexico City,1968,women
457,0,USA,bob beamon,8.9,Athletics,long jump,Mexico City,1968,men
458,1,GDR,klaus beer,8.19,Athletics,long jump,Mexico City,1968,men
459,2,USA,ralph harold boston,8.16,Athletics,long jump,Mexico City,1968,men
482,0,ROU,viorica viscopoleanu,6.82,Athletics,long jump,Mexico City,1968,women
483,1,GBR,sheila hilary parkin-sherwood,6.68,Athletics,long jump,Mexico City,1968,women
484,2,URS,tatyana talysheva,6.66,Athletics,long jump,Mexico City,1968,women
502,0,ETH,mamo wolde,02:20:26.400,Athletics,marathon,Mexico City,1968,men
503,1,JPN,kenji kimihara,02:23:31.000,Athletics,marathon,Mexico City,1968,men
504,2,NZL,michael robert ryan,02:23:45.000,Athletics,marathon,Mexico City,1968,men
585,0,FRG,ingrid becker-mickler,1077,Athletics,pentathlon,Mexico City,1968,women
586,1,AUT,liese prokop-sykora,923,Athletics,pentathlon,Mexico City,1968,women
587,2,HUN,annamaria toth,1047,Athletics,pentathlon,Mexico City,1968,women
620,0,USA,bob seagren,5.4,Athletics,pole vault,Mexico City,1968,men
621,1,FRG,claus schiprowski,5.4,Athletics,pole vault,Mexico City,1968,men
622,2,GDR,wolfgang nordwig,5.4,Athletics,pole vault,Mexico City,1968,men
640,0,USA,james randel matson,20.54,Athletics,shot put,Mexico City,1968,men
641,1,USA,george roger woods,20.12,Athletics,shot put,Mexico City,1968,men
642,2,URS,eduard gushchin,20.09,Athletics,shot put,Mexico City,1968,men
657,0,GDR,margitta helmbold-gummel,18.59,Athletics,shot put,Mexico City,1968,women
658,1,GDR,marita lange,18.26,Athletics,shot put,Mexico City,1968,women
659,2,URS,nadezhda chizhova,17.26,Athletics,shot put,Mexico City,1968,women
673,0,URS,viktor saneev,17.39,Athletics,triple jump,Mexico City,1968,men
674,1,BRA,nelson prudencio,17.27,Athletics,triple jump,Mexico City,1968,men
675,2,ITA,giuseppe gentile,17.22,Athletics,triple jump,Mexico City,1968,men
0,0,GDR,roland matthes,58.700,Swimming,100m backstroke,Mexico City,1968,men
1,1,USA,charlie hickcox,00:01:00.200,Swimming,100m backstroke,Mexico City,1968,men
2,2,USA,ronald p. mills,00:01:00.500,Swimming,100m backstroke,Mexico City,1968,men
39,0,USA,kaye marie hall,00:01:06.200,Swimming,100m backstroke,Mexico City,1968,women
40,1,CAN,elaine tanner,00:01:06.700,Swimming,100m backstroke,Mexico City,1968,women
41,2,USA,jane ellen swagerty,00:01:08.100,Swimming,100m backstroke,Mexico City,1968,women
80,0,USA,donald ward jr. mckenzie,00:01:07.700,Swimming,100m breaststroke,Mexico City,1968,men
81,1,URS,vladimir kosinsky,00:01:08.000,Swimming,100m breaststroke,Mexico City,1968,men
82,2,URS,nikolai pankin,00:01:08.000,Swimming,100m breaststroke,Mexico City,1968,men
121,0,YUG,djurdjica bjedov,00:01:15.800,Swimming,100m breaststroke,Mexico City,1968,women
122,1,URS,galina prozumenshchikova-stepanova,00:01:15.900,Swimming,100m breaststroke,Mexico City,1968,women
123,2,USA,sharon lynn wichman,00:01:16.100,Swimming,100m breaststroke,Mexico City,1968,women
157,0,USA,douglas albert russell,55.900,Swimming,100m butterfly,Mexico City,1968,men
158,1,USA,mark spitz,56.400,Swimming,100m butterfly,Mexico City,1968,men
159,2,USA,ross elliott wales,57.200,Swimming,100m butterfly,Mexico City,1968,men
206,0,AUS,lynette mcclements,00:01:05.500,Swimming,100m butterfly,Mexico City,1968,women
207,1,USA,eleanor suzanne daniel,00:01:05.800,Swimming,100m butterfly,Mexico City,1968,women
208,2,USA,susanne marie shields,00:01:06.200,Swimming,100m butterfly,Mexico City,1968,women
241,0,AUS,michael vincent wenden,52.200,Swimming,100m freestyle,Mexico City,1968,men
242,1,USA,kenneth marshall walsh,52.800,Swimming,100m freestyle,Mexico City,1968,men
243,2,USA,mark spitz,53.000,Swimming,100m freestyle,Mexico City,1968,men
307,0,USA,jane margo henne,00:01:00.000,Swimming,100m freestyle,Mexico City,1968,women
308,1,USA,susan jane pedersen,00:01:00.300,Swimming,100m freestyle,Mexico City,1968,women
309,2,USA,linda lee gustavson,00:01:00.300,Swimming,100m freestyle,Mexico City,1968,women
368,0,USA,mike burton,00:16:38.900,Swimming,1500m freestyle,Mexico City,1968,men
369,1,USA,john pitann kinsella,00:16:57.300,Swimming,1500m freestyle,Mexico City,1968,men
370,2,AUS,gregory brough,00:17:04.700,Swimming,1500m freestyle,Mexico City,1968,men
722,0,USA,charlie hickcox,00:02:12.000,Swimming,200m individual medley,Mexico City,1968,men
723,1,USA,gregory f. buckingham,00:02:13.000,Swimming,200m individual medley,Mexico City,1968,men
724,2,USA,john edward ferris,00:02:13.300,Swimming,200m individual medley,Mexico City,1968,men
770,0,USA,claudia anne kolb,00:02:24.700,Swimming,200m individual medley,Mexico City,1968,women
771,1,USA,susan jane pedersen,00:02:28.800,Swimming,200m individual medley,Mexico City,1968,women
772,2,USA,jane margo henne,00:02:31.400,Swimming,200m individual medley,Mexico City,1968,women
0,0,IRI,mohammad nassiri-seresht,=WR,Weightlifting,-56kg (bantamweight),Mexico City,1968,men
1,1,HUN,imre földi,=WR,Weightlifting,-56kg (bantamweight),Mexico City,1968,men
48,0,POL,waldemar baszanowski,OR,Weightlifting,60 - 67.5kg (lightweight),Mexico City,1968,men
68,0,URS,viktor kurentsov,OR,Weightlifting,67.5-75kg middleweight,Mexico City,1968,men
88,0,URS,boris selitsky,485,Weightlifting,75-82.5kg total lightheavyweight,Mexico City,1968,men
89,1,URS,vladimir belyayev,485,Weightlifting,75-82.5kg total lightheavyweight,Mexico City,1968,men
90,2,POL,norbert ozimek,472.5,Weightlifting,75-82.5kg total lightheavyweight,Mexico City,1968,men
114,0,FIN,kaarlo olavi kangasniemi,517.5,Weightlifting,825  90kg total middleheavyweight,Mexico City,1968,men
115,1,URS,yan talts,507.5,Weightlifting,825  90kg total middleheavyweight,Mexico City,1968,men
116,2,POL,marek golab,495,Weightlifting,825  90kg total middleheavyweight,Mexico City,1968,men
143,0,URS,leonid zhabotinsky,572.5,Weightlifting,90kg heavyweight,Mexico City,1968,men
144,1,BEL,serge reding,555,Weightlifting,90kg heavyweight,Mexico City,1968,men
145,2,USA,joseph douglas dube,555,Weightlifting,90kg heavyweight,Mexico City,1968,men
0,0,FIN,lasse artturi virén,00:27:40.380,Athletics,10000m,Montreal,1976,men
1,1,POR,carlos lopes,00:27:45.170,Athletics,10000m,Montreal,1976,men
2,2,GBR,brendan foster,00:27:54.920,Athletics,10000m,Montreal,1976,men
